show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,platform
s984,movie,jumping ship,Michael Lange,"Joey Lawrence, Matthew Lawrence, Andrew Lawrence, Susan Walters, Stephen Burleigh, Anthony Wong","Australia, United States",2019-11-12,2001,TV-G,93 min,"Action-Adventure, Coming of Age",Modern-day pirates leave two cousins stranded on an island.,2019.0,11.0,Netflix
s457,movie,lost temple of the inca,Jim Aikman,Dan Nachtrab,United States,2020-07-31,2020,TV-PG,44 min,Documentary,A scientist discovers artifacts in Peru that could lead him to one of the country’s missing temples.,2020.0,7.0,Netflix
s630,movie,big business,Jim Abrahams,"Bette Midler, Lily Tomlin, Fred Ward, Edward Herrmann, Michele Placido, Daniel Gerroll",United States,2020-02-01,1988,PG,98 min,Comedy,"Two sets of identical twins, mismatched at birth, cross paths years later.",2020.0,2.0,Netflix
s895,movie,flubber,Les Mayfield,"Robin Williams, Marcia Harden, Christopher McDonald, Raymond Barry, Clancy Brown, Ted Levine",United States,2019-11-12,1997,PG,96 min,"Comedy, Family, Science Fiction",Phillip hopes his super-bouncy goo will save his college and his wedding.,2019.0,11.0,Netflix
s973,movie,jack-jack attack,Brad Bird,"Bret Parker, Bud Luckey, Eli Fucile, Jason Lee",United States,2019-11-12,2005,G,6 min,"Animation, Comedy, Family",Kari thinks she's in for a routine night babysitting.,2019.0,11.0,Netflix
s1334,movie,the scream team,Stuart Gillard,"Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle, Tommy Davidson, Gary Reineke",United States,2019-11-12,2002,TV-PG,88 min,"Comedy, Fantasy",Ian and Claire Carlyle discover that ghosts really do exist!,2019.0,11.0,Netflix
s1409,movie,winnie the pooh,"Stephen Anderson, Don Hall","John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson, Jack Boulter, Travis Oates",United States,2019-11-12,2011,G,68 min,"Animation, Comedy, Family",Reunite with the beloved bear and his silly but steadfast friends.,2019.0,11.0,Netflix
s1423,movie,your friend the rat,Jim Capobianco,"Patton Oswalt, Peter Sohn, Lou Romano, Tony Russell, Sigmund Vik, Jim Capobianco",United States,2019-11-12,2007,TV-G,13 min,"Animation, Comedy, Family",Remy explains why humans and rats should get along.,2019.0,11.0,Netflix
s468,movie,diary of a wimpy kid: the long haul,David Bowers,"Jason Drucker, Alicia Silverstone, Tom Scott, Charlie Wright, Owen Asztalos, Dylan Walters",United States,2020-07-17,2017,PG,92 min,"Comedy, Family",A trip to Meemaw’s 90th birthday takes a detour due to Greg’s scheme to attend a gaming convention!,2020.0,7.0,Netflix
s932,movie,hannah montana and miley cyrus: best of both worlds concert,Bruce Hendricks,"Miley Cyrus, Joe Jonas, Kevin Jonas, Nick Jonas, Kenny Ortega, Billy Cyrus",United States,2019-11-12,2008,G,83 min,"Concert Film, Documentary, Music",A look at Miley Cyrus's sold-out concerts and her life on tour.,2019.0,11.0,Netflix
s982,movie,journey to the center of the earth,Henry Levin,"Pat Boone, James Mason, Arlene Dahl, Diane Baker, Thayer David, Peter Ronson",United States,2019-11-12,1959,G,130 min,"Action-Adventure, Family, Science Fiction",A professor and his colleague engage in a race to see who will reach the center of the Earth first.,2019.0,11.0,Netflix
s121,movie,cruella,Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Emily Beecham, Kirby Howell-Baptiste","United States, United Kingdom",2021-08-27,2021,PG-13,137 min,"Crime, Drama","Witness the origin of Disney’s most notorious and notoriously fashionable villain, Cruella de Vil.",2021.0,8.0,Netflix
s684,movie,forky asks a question: what is love?,Bob Peterson,"Tony Hale, Carl Reiner, Mel Brooks, Carol Burnett, Betty White, Kristen Schaal",United States,2019-12-06,2019,TV-G,7 min,"Animation, Comedy, Family",Forky tries to understand the idea of love from some elder toys who think they’ve experienced it.,2019.0,12.0,Netflix
s1008,movie,lego star wars: the new yoda chronicles - clash of the skywalkers,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent",United States,2019-11-12,2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",The enraged Emperor sends Darth Vader to destroy Luke.,2019.0,11.0,Netflix
s187,movie,the sandlot 2,David Mickey Evans,"Max Lloyd-Jones, James Willson, Samantha Burton, Brett Kelly, James Earl Jones, Cole Evan Weiss",United States,2021-07-02,2005,PG,98 min,"Comedy, Sports","10 years after the events at The Sandlot, a team of boys and girls overcome an all-new challenge.",2021.0,7.0,Netflix
s756,movie,bolt,"Chris Williams, Byron Howard","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton",United States,2019-11-12,2008,PG,98 min,"Action-Adventure, Animation, Comedy",Hollywood's smallest star embarks on a paws-itively awesome adventure!,2019.0,11.0,Netflix
s598,movie,the odd life of timothy green,Peter Hedges,"Jennifer Garner, Joel Edgerton, Dianne Wiest, CJ Adams, Rosemarie DeWitt, Ron Livingston",United States,2020-04-01,2012,PG,106 min,"Drama, Family, Fantasy",An unexpected surprise arrives on the doorstep of a couple who can't have children of their own.,2020.0,4.0,Netflix
s397,movie,x2,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden","Canada, United States",2020-10-09,2003,PG-13,134 min,"Action-Adventure, Family, Science Fiction","X-Men newcomer, Night Crawler, joins Magneto to rescue their brethren and forestall a holocaust.",2020.0,10.0,Netflix
s610,movie,marvel studios' black panther,Ryan Coogler,"Chadwick Boseman, Michael Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya",United States,2020-03-04,2018,PG-13,137 min,"Action-Adventure, Science Fiction, Superhero",T’Challa battles a powerful foe when his homeland of Wakanda is threatened.,2020.0,3.0,Netflix
s947,movie,"honey, i blew up the kid",Randal Kleiser,"Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell",United States,2019-11-12,1992,PG,90 min,"Comedy, Family, Science Fiction",A wacky inventor accidentally turns his baby boy into a towering toddler.,2019.0,11.0,Netflix
s718,movie,a ring of endless light,Greg Beeman,"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby",United States,2019-11-12,2002,TV-G,88 min,"Coming of Age, Drama, Romance",Teenager Vicky Austin discovers that she can communicate with dolphins.,2019.0,11.0,Netflix
s955,movie,how to fish,Jack Kinney,John McLeish,United States,2019-11-12,1942,TV-G,7 min,"Animation, Comedy, Family",Goofy shows us how to fish… or how not to! See details for advisory.,2019.0,11.0,Netflix
s964,movie,inspector gadget 2,Alex Zamm,"French Stewart, Elaine Hendrix, Caitlin Wachs, Tony Martin, John Batchelor, Mark Mitchell",United States,2019-11-12,2003,G,90 min,"Action-Adventure, Comedy, Family","While Inspector Gadget is on probation, Claw breaks out of jail, and the Mayor unveils a new gadget.",2019.0,11.0,Netflix
s501,movie,trail mix-up,Barry Cook,"Charles Fleischer, Kathleen Turner, April Winchell, Lou Hirsch, Corey Burton, Frank Welker",United States,2020-06-19,1993,TV-G,9 min,"Action-Adventure, Animation, Comedy",Roger Rabbit is left to care for Baby Herman in Yellowstone National Park.,2020.0,6.0,Netflix
s900,movie,frankenweenie (short),Tim Burton,"Shelley Duvall, Daniel Stern, Barret Oliver",United States,2019-11-12,1984,PG,27 min,"Drama, Parody, Science Fiction",Victor harnesses the power of science to bring his dog Sparky back to life.,2019.0,11.0,Netflix
s1272,movie,the country bears,Peter Hastings,"Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Diedrich Bader, Alex Rocco",United States,2019-11-12,2002,G,91 min,"Comedy, Music",The Country Bears aim to save the venue that made them famous.,2019.0,11.0,Netflix
s1336,movie,the shaggy d.a.,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten",United States,2019-11-12,1976,G,92 min,"Comedy, Family, Fantasy",A District Attorney candidate finds himself transformed into a sheepdog.,2019.0,11.0,Netflix
s736,movie,avatar,James Cameron,"Sam Worthington, Zoë Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi",United States,2019-11-12,2009,PG-13,162 min,"Action-Adventure, Science Fiction",A man embarks on an adventure to an exotic world that he learns to call home & fights to protect.,2019.0,11.0,Netflix
s771,movie,camp nowhere,Jonathan Prince,"Christopher Lloyd, Jonathan Jackson, Wendy Makkena, Tom Wilson, Andrew Keegan, Marne Patterson",United States,2019-11-12,1994,PG,96 min,"Comedy, Coming of Age, Family",An actor and some teenagers create the summer camp of their dreams.,2019.0,11.0,Netflix
s1225,movie,stuck in the suburbs,Savage Holland,"Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville",United States,2019-11-12,2004,TV-G,79 min,"Comedy, Coming of Age, Music",A bored suburban teen accidentally switches phones with a pop star.,2019.0,11.0,Netflix
s1285,movie,the haunted mansion,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Wallace Shawn",United States,2019-11-12,2003,PG,89 min,"Comedy, Family, Fantasy","A family comes face-to-face with 999 grim, grinning ghosts in creepy old Gracey Manor.",2019.0,11.0,Netflix
s25,movie,jungle cruise,Jaume Collet-Serra,"Dwayne Johnson, Emily Blunt, Edgar Ramirez, Jack Whitehall, Jesse Plemons, Paul Giamatti",United States,2021-11-12,2021,PG-13,129 min,"Action-Adventure, Comedy, Family",Dr. Lily Houghton & skipper Frank Wolff team up for a wild ride on the Amazon.,2021.0,11.0,Netflix
s714,movie,a bug's life,John Lasseter,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind",United States,2019-11-12,1998,G,98 min,"Animation, Comedy, Family",Flik goes in search of warriors to help battle the villainous grasshoppers.,2019.0,11.0,Netflix
s793,movie,cinderella,"Wilfred Jackson, Hamilton Luske, Clyde Geronimi","Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten",United States,2019-11-12,1950,G,77 min,"Animation, Family, Fantasy",Cinderella's enchanted evening must end when a spell is broken at midnight.,2019.0,11.0,Netflix
s1323,movie,the princess diaries,Garry Marshall,"Anne Hathaway, Heather Matarazzo, Hector Elizondo, Mandy Moore, Caroline Goodall, Robert Schwartzman","United States, United Kingdom",2019-11-12,2001,G,116 min,"Comedy, Coming of Age, Family",A teenager discovers that she is the princess of a small European country.,2019.0,11.0,Netflix
s1374,movie,tinker bell and the lost treasure,Klay Hall,"Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné , Kristin Chenoweth",United States,2019-11-12,2009,G,84 min,"Action-Adventure, Animation, Fantasy",Tink has to set things right when her temper puts Pixie Hollow in danger.,2019.0,11.0,Netflix
s1403,movie,wendy wu: homecoming warrior,John Laing,"Brenda Song, Shin Koyamada, Susan Chuang, Justin Chon, Michael Cheng, Andy Fischer-Price",United States,2019-11-12,2006,TV-PG,91 min,"Action-Adventure, Coming of Age, Fantasy",Wendy's world is flipped upside down when a mysterious young monk arrives.,2019.0,11.0,Netflix
s715,movie,a goofy movie,Kevin Lima,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin, Rob Paulsen, Wallace Shawn","United States, Australia, France, Canada",2019-11-12,1995,G,81 min,"Action-Adventure, Animation, Comedy",Goofy and Max hit the road and get up to their floppy ears in misadventure.,2019.0,11.0,Netflix
s863,movie,don't look under the bed,Kenneth Johnson,"Erin Chambers, Eric Hodges II, Eric Hodges, Robin Riker, Steve Valentine, Jake Sakson",United States,2019-11-12,1999,TV-PG,93 min,"Coming of Age, Fantasy",Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.,2019.0,11.0,Netflix
s1012,movie,lego star wars: the new yoda chronicles – race for the holocrons,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Brian Drummond, Michael Donovan",United States,2019-11-12,2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Obi-Wan urges Luke to travel to Tatooine.,2019.0,11.0,Netflix
s1176,movie,"sammy, the way-out seal",Norman Tokar,"Jack Carson, Robert Culp, Patricia Barry, Elisabeth Fraser, Michael McGreevey, Billy Mummy",United States,2019-11-12,1962,TV-G,43 min,"Animals & Nature, Comedy, Family",Two young brothers adopt an injured seal…without telling their parents. See details for advisory.,2019.0,11.0,Netflix
s1234,movie,teacher's pet,Timothy Björklund,"Nathan Lane, Kelsey Grammer, Shaun Fleming, Debra Rupp, David Stiers, Jerry Stiller",United States,2019-11-12,2004,PG,75 min,"Animation, Comedy, Family",A dog discovers that his dream of becoming a real boy isn't so far-fetched.,2019.0,11.0,Netflix
s627,movie,toy story 4,Josh Cooley,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Madeleine McGraw",United States,2020-02-05,2019,G,101 min,"Action-Adventure, Animation, Comedy",Pixar Animation Studios proudly presents the adventure of a lifetime!,2020.0,2.0,Netflix
s713,movie,"20,000 leagues under the sea",Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert Wilke, Ted de Corsia",United States,2019-11-12,1954,G,127 min,"Action-Adventure, Family, Science Fiction",Climb aboard the Nautilus and into an undersea world of adventure! See details for advisory.,2019.0,11.0,Netflix
s1178,movie,santa paws 2: the santa pups,Robert Vince,"Cheryl Ladd, George Newbern, Pat Finn, Danny Woodburn, Obba Babatunde, Paul Rae",United States,2019-11-12,2012,G,92 min,"Fantasy, Musical","When holiday spirit mysteriously begins to disappear, the Santa Pups race to save Christmas.",2019.0,11.0,Netflix
s1400,movie,valiant,Gary Chapman,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese","United Kingdom, United States",2019-11-12,2005,G,76 min,"Action-Adventure, Animation, Comedy","When the world needs a hero, a little pigeon steps up.",2019.0,11.0,Netflix
s49,movie,space buddies,Robert Vince,"F.T. Anderson, Diedrich Bader, Field Cate, Kendall Cross, Mike Dopud, Mark Downey","United States, Canada",2021-11-05,2009,G,87 min,"Action-Adventure, Comedy, Kids","Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind.",2021.0,11.0,Netflix
s112,movie,twenty something,Aphton Corbin,"Kaylin Price, Ariana Brown, Aliyah Taylor, Janelle LaSalle, Napoleon Highbrou",United States,2021-09-10,2021,PG,11 min,"Animation, Family","Adulting is hard. One day you're nailing it, the next you're a stack of kids hiding in a trenchcoat.",2021.0,9.0,Netflix
s617,movie,marvel rising: operation shuri,Chris Rutkowski,"Dee Baker, Dove Cameron, Jessica DiCicco, Skai Jackson, Kathreen Khavari, Daisy Lightfoot",United States,2020-02-21,2019,TV-Y7,23 min,"Action-Adventure, Animation, Coming of Age",The Secret Warriors show Shuri how to be a teenager.,2020.0,2.0,Netflix
s783,movie,cars toon: mater private eye,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2010,TV-Y7,6 min,"Animation, Comedy, Family",Mater searches for clues on a major crime scene.,2019.0,11.0,Netflix
s1301,movie,the little whirlwind,Riley Thomas,"Walt Disney, Thelma Boardman",United States,2019-11-12,1941,TV-Y7,9 min,"Animation, Family, Kids",Mickey tries to clean Minnie's yard despite a playful whirlwind. See details for advisory.,2019.0,11.0,Netflix
s962,movie,inside out,Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling",United States,2019-11-12,2015,PG,95 min,"Animation, Coming of Age, Family",Five Emotions must work overtime when a young girl moves to a new city.,2019.0,11.0,Netflix
s939,movie,herbie rides again,Robert Stevenson,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire, Keenan Wynn, Huntz Hall",United States,2019-11-12,1974,G,89 min,"Comedy, Family, Romantic Comedy",Herbie comes to the rescue when a greedy real estate tycoon is after an elderly widow's home.,2019.0,11.0,Netflix
s1099,movie,muppet treasure island,Brian Henson,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",United States,2019-11-12,1996,G,101 min,"Action-Adventure, Comedy, Family",The classic pirate tale gets a fun and zany Muppet twist.,2019.0,11.0,Netflix
s1184,movie,secretariat,Randall Wallace,"Diane Lane, John Malkovich, Dylan Walsh, James Cromwell, Kevin Connolly, Nelsan Ellis",United States,2019-11-12,2010,PG,124 min,"Animals & Nature, Biographical, Drama","A housewife becomes the unlikely owner of a racehorse, then risks it all to make him a champion.",2019.0,11.0,Netflix
s1212,movie,star wars: a new hope (episode iv),George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels",United States,2019-11-12,1977,PG,125 min,"Action-Adventure, Science Fiction",A young farm boy intercepts a distress call from the captive Princess Leia.,2019.0,11.0,Netflix
